lens_id,jurisdiction,date_published,doc_key,publication_type,publication_reference_jurisdiction,publication_reference_kind,publication_reference_date,application_reference_jurisdiction,application_reference_kind,application_reference_date,priority_claims_earliest_claim_date,invention_title,numApplicants,numInventors,references_cited_patent_count,references_cited_npl_count,priority_claim_jurisdiction,abstract,abstract_lang,owner,title_lang
037-499-832-098-943,KR,2013-12-19,KR_20130138567_A_20131219,PATENT_APPLICATION,KR,A,2013-12-19,KR,A,2012-06-11,2012-06-11,ADMIXTURE COMPOSITION FOR CONCRETE COMPRISING GLASS ABRASIVE SLUDGE AND METHOD FOR MANUFACTURING THE CONCRETE,1,5,,,KR,"The present invention relates to a alkali-silica reaction suppression waste glass aggregate mixed concrete composition, a method for producing the same, a concrete structure including the same, more specifically , and to a mixed concrete composition for suppressing alkali-silica reaction by using waste aggregate with the average granularity 1 -5 mm and including glass polishing sludge with the average granularity 5 -20 μm. [Reference numerals] (AA) Section;(BB) 3 days;(CC) 6 days;(DD) 9 days;(EE) 12 days;(FF) 14 days;(GG) 16 days;(HH) 20 days;(II) 24 days;(JJ) 28 days;(KK) 30 days;(LL) 40 days;(MM) 50 days",en,,en
037-525-163-269-085,CN,2020-12-04,CN_112028024_A_20201204,PATENT_APPLICATION,CN,A,2020-12-04,CN,A,2020-08-27,2020-08-27,Potassium perchlorate zero-wastewater discharge method,1,3,5.0,1.0,CN,"The invention discloses a potassium perchlorate zero-wastewater discharge method. The method comprises the following steps: step 1, electrolyzing potassium chlorate into potassium perchlorate; step 2,purifying potassium perchlorate; step 3, carrying out a composite reaction on potassium chlorate and potassium perchlorate; step 4, carrying out primary dissolution; step 5, carrying out solid-liquidseparation; step 6, carrying out secondary dissolution; step 7, carrying out cooling centrifugation; and step 8, carrying out drying and crushing. According to the potassium perchlorate zero-wastewater discharge method, through the arrangement of the eight steps of electrolyzing potassium chlorate into potassium perchlorate, purifying potassium perchlorate, carrying out composite reaction on potassium chlorate and potassium perchlorate, carrying out primary dissolution, carrying out solid-liquid separation, carrying out secondary dissolution, carrying out cooling centrifugation and carrying out drying and crushing, the working efficiency of potassium perchlorate preparation is improved, and the energy consumption is also reduced; and impurities in the wastewater are effectively recycled,so that the environmental problem caused by wastewater discharge is avoided.",en,,nl
038-040-646-498-553,CN,2017-09-08,CN_107140860_A_20170908,PATENT_APPLICATION,CN,A,2017-09-08,CN,A,2016-03-01,2016-03-01,Concrete expanding agent master batch and preparation method thereof,1,1,1.0,3.0,CN,"The invention provides concrete expanding agent master batch and a preparation method thereof, and relates to the field of building materials. The concrete expanding agent master batch comprises the following raw materials in parts by weight: 150 to 300 parts of industrial waste residue containing calcium aluminate, 270 to 350 parts of high-calcium coal ash and 450 to 550 parts of gypsum powder. The invention also relates to a preparation method of the concrete expanding agent master batch. The concrete expanding agent master batch is obtained by mixing the above raw materials. The concrete expanding agent master batch provided by the invention can prevent large-volume concrete cracking, improve permeability resistance and water resistance, and prevent concrete shrinkage.",en,,en
038-421-740-629-117,CA,2018-08-02,CA_3053602_A1_20180802,PATENT_APPLICATION,CA,A1,2018-08-02,CA,A,2018-01-24,2017-01-27,"METHOD FOR PRODUCING A BINDER FOR THE CONDITIONING OF SLUDGES, SOILS CONTAINING WATER AND FOR THE NEUTRALIZATION OF ACIDS",1,1,,,DE,"The invention relates to a method for producing a binder from slag for conditioning sludges/dredged material, soils containing water and for the neutralization of acids. According to the invention, the slag from a waste incinerator is crushed, then metal is removed and the crushed slag is graded into a fraction greater than 2.0 - 3.0 mm and a fraction smaller than 2.0 - 3.0, the 0/2.0 0/3.0 mm fraction is dried in a dryer to a terminal humidity less than 1.5 wt.% - 2.5 wt.%, as a result of which the pozzolanic properties of the slag are reactivated, the yield from the dryer is further crushed in a high-speed impact mill to a stable cubic grain structure and the metal released in this process is removed, and the 0/500 - 0/750 µm fraction forming the binder is separated from this crushed slag.",en,,de
038-697-938-477-080,PL,2018-03-30,PL_3083089_T3_20180330,PATENT_APPLICATION,PL,T3,2018-03-30,PL,T,2015-09-22,2014-09-22,METHOD AND SYSTEM FOR NEUTRALIZING ASBESTOS,1,1,,,FR,,unknown,,de
038-753-531-442-699,CN,2022-02-11,CN_114029147_A_20220211,PATENT_APPLICATION,CN,A,2022-02-11,CN,A,2021-12-13,2021-12-13,Method and production line for producing dried sand from waste thermal insulation materials,1,2,,,CN,"The invention discloses a method and a production line for producing dried sand from waste thermal insulation materials; the waste thermal insulation materials (including mineral wool such as rock wool, glass wool, aluminum silicate wool and the like) are sequentially subjected to crushing, impurity separation, firing and screening to obtain the final product dried sand. According to the method and the production line for producing the dried sand from the waste thermal insulation materials, physical transformation from the waste thermal insulation materials to the dried sand is achieved, resources are saved, and the obtained dried sand is cleaner and can directly replace river sand and machine-made sand for use.",en,,en
039-211-990-628-732,EP,2016-10-26,EP_3083089_A1_20161026,PATENT_APPLICATION,EP,A1,2016-10-26,EP,A,2015-09-22,2014-09-22,METHOD AND SYSTEM FOR NEUTRALIZING ASBESTOS,1,1,,,FR,,unknown,{'value': 'BLACK ASBESTOS LTD.; MT'},de
039-303-913-429-420,CN,2022-05-17,CN_114507058_A_20220517,PATENT_APPLICATION,CN,A,2022-05-17,CN,A,2021-12-17,2021-12-17,Bayer process red mud-based light soil and construction method thereof,3,14,5.0,,CN,"The invention discloses Bayer process red mud-based light soil and a construction method thereof. The Bayer process red mud-based light soil comprises the following solid components in parts by mass: 25-50 parts of Bayer process red mud and 78-122 parts of a Bayer process red mud exciting agent, the Bayer process red mud activator comprises 32-40 parts of fly ash, 14-24 parts of quick lime, 12-20 parts of water glass, 6-12 parts of lauryl sodium sulfate, 6-12 parts of mirabilite and 8-14 parts of calcium chloride. The Bayer process red mud light soil provided by the invention does not need to be additionally added with cement, the 28d strength of the Bayer process red mud light soil exceeds 0.5 MPa, the Bayer process red mud light soil can be used in the fields of highway soft foundation filling and the like, the problem that a large amount of red mud is stacked is solved, and meanwhile, the use of cementing materials such as the cement and the like is reduced.",en,,en
039-960-255-769-019,CN,2017-01-11,CN_106316207_A_20170111,PATENT_APPLICATION,CN,A,2017-01-11,CN,A,2016-08-23,2016-08-23,Concrete aggregate prepared by utilizing coal gangue and preparation method thereof,1,1,4.0,,CN,"The invention relates to concrete aggregate prepared by utilizing coal gangue and a preparation method thereof. The concrete aggregate is prepared from the following raw materials in parts by weight: 110-150 parts of broken coal gangue, 50-70 parts of foundry waste sand, 10-20 parts of copper sludge, 10-20 parts of red mud, 50-70 parts of regenerated diatomite broken pieces, 5-9 parts of additives, 6-10 parts of calcium hydroxide and 5-9 parts of sodium hydroxide solution with the mass concentration of 0.5mol/L, wherein the regenerated diatomite broken pieces are prepared from the following components in parts by weight: 40-60 parts of waste diatomite slurry, 20-30 parts of modified steel slag micro-powder, 6-11 parts of a surface modifier and 0.04-0.06 part of a foaming agent; and the modified steel slag micro-powder is prepared from steel slag and sodium metaborate which accounts for 1/10 to 1/2 of the weight of the steel slag. According to the invention, a large-scale application direction is found for the coal gangue, foundry waste sand, copper sludge, red mud, steel slag and waste diatomite, the waste materials are changed into things of value, and the environmental pollution and land occupation caused by solid wastes are reduced, so that the resources are further utilized, and energy conservation and environment friendliness are achieved.",en,,en
040-626-366-329-608,CN,2022-10-28,CN_114436563_B_20221028,GRANTED_PATENT,CN,B,2022-10-28,CN,A,2021-12-22,2021-12-22,一种用于固化磷石膏路基填料的固化剂及制备方法与应用,2,5,,,CN,本发明属于本发明属于公路工程技术领域，具体涉及一种用于固化磷石膏路基填料的固化剂及制备方法与应用。所述用于固化磷石膏路基填料的固化剂，包括以下原料：硅酸钠、有机硅防水材料、辅助补强剂、SDS乳化剂、酸催化剂和去离子水。本发明公开的用于固化磷石膏路基填料的固化剂的制备方法制得的固化剂能够有效的将磷石膏固化稳定，且固化剂稳定磷石膏(CASP)具有一定强度和水稳定性，在合适重量配比的情况下，固化后的磷石膏可用于路基填料，完全可以满足用于填筑公路路基的技术要求。,zh-cn,,zh-cn
040-864-033-473-752,KR,2020-10-05,KR_20200111927_A_20201005,PATENT_APPLICATION,KR,A,2020-10-05,KR,A,2019-03-20,2019-03-20,Recyclable additive for asphalt concrete using waste oil and recycle asphalt concrete composition using the same,1,5,12.0,,KR,"The present invention relates to: a recyclable additive for asphalt concrete, in which waste lubricant used for industrial equipment and waste vehicle engine oil are purified, waste glass adhesive resin is melted, and the results are mixed and modified; and a recyclable asphalt concrete composition including the recyclable additive. The present invention provides a recyclable additive for asphalt concrete using waste oil, in which the recyclable additive includes a liquid composition obtained by stirring 10-30 wt% of asphalt, 60-90 wt% of waste industrial oil, 1-10 wt% of a waste adhesive, and 0.2-0.6 wt% of a dispersant. The waste industrial oil is obtained by collecting at least one of waste lubricant or waste engine oil, precipitating the same, and then removing and filtering foreign substances. The waste adhesive, which is based on polyvinyl butyral, is used as an additive for an intermediate membrane of safe glass to be bonded, and then is removed and pulverized after removing foreign matter other than resin in a disposal process of the waste adhesive. The dispersant includes at least one of stearic acid, palmitic acid, oleic acid, and lauric acid, which are fatty acids.",en,,en
041-131-718-319-641,KR,2016-01-14,KR_20160005224_A_20160114,PATENT_APPLICATION,KR,A,2016-01-14,KR,A,2014-07-04,2014-07-04,THE COMPOSITION OF CONSTRUCTION MATERIALS USING WATERWORKS SLUDGE,1,3,3.0,,KR,"The present invention relates to a composition for construction materials using waterworks sludge. According to the present invention, provided are a composition for construction materials using waterworks sludge, which contains waterworks sludge, mineral feldspar, kaolin, gairome clay, and limestone, and a method for manufacturing construction materials using the same. The composition has a very significant economic effect by greatly reducing production costs of construction materials by using waterworks sludge to be discarded, and is eco-friendly unlike conventional construction materials which are generally used. In addition, the construction materials manufactured using the composition for construction materials according to the present invention, i.e. tiles or the like, are eco-friendly and have high economic efficiency, and also exhibit excellent quality in terms of physical properties such as strength, durability, etc.",en,,en
041-748-214-836-24X,CA,2019-11-07,CA_3099141_A1_20191107,PATENT_APPLICATION,CA,A1,2019-11-07,CA,A,2019-02-09,2018-05-04,HIGH PERFORMANCE GLOSSY FINISH GREEN HYBRID COMPOSITES WITH VARIABLE DENSITY AND AN IMPROVED PROCESS FOR MAKING THEREOF,1,7,,,IN,"The present invention deals with development of a novel process for manufacturing moisture resistant glossy finish hybrid green polymeric composites with variable density in range of 0.2-1.68 g/cc, low water/moisture absorption in the range of 0.1 - 1.3 %, tensile strength and tensile modulus in range of 6.5 - 105 MPa and 250 - 6850 MPa, respectively and to the best of our knowledge the fabricated hybrid green composites has not yet developed universally using different types of industrial wastes particulates. Moreover, hybrid composites developed using industrial wastes, natural fibres and epoxy / polyester/ polyurethane polymers is a unique materials and have multifunctional applications in wider spectrum as an alternative to wood, synthetic wood, wood plastic composites, screen printing sheet, plastic, fibre and glass reinforced polymer products, including tin sheet.",en,,de
042-294-163-898-741,EP,2016-08-31,EP_3061733_A1_20160831,PATENT_APPLICATION,EP,A1,2016-08-31,EP,A,2015-12-10,2015-02-24,PROCESS FOR INERTING RESIDUAL MATERIALS CONTAINING ASBESTOS,1,2,8.0,,IT,The present invention relates to a process for inerting residual materials containing asbestos which comprises a pre-treatment phase of the residual material and a subsequent thermal treatment phase at a temperature higher than 900°C for a time exceeding 20 minutes.,en,{'value': 'ULTRA FINES SRL'},de
043-183-728-414-199,US,2022-09-29,US_20220306536_A1_20220929,PATENT_APPLICATION,US,A1,2022-09-29,US,A,2020-01-17,2019-11-14,"RED MUD UTILIZATION METHOD BASED ON CO-PROCESSING OF INDUSTRIAL EXHAUST GAS, SEWAGE TREATMENT AND ENVIRONMENT-FRIENDLY AND HIGH PERFORMANCE CIVIL FUNCTIONAL MATERIAL",1,4,,,CN,"A red mud utilization method based on co-processing of industrial exhaust gas, sewage treatment and an environment-friendly and high-performance civil functional material, belongs to the technical field of environmental science and cementitious material preparation, and relates to a preparation process of a solid waste-based cementitious material, specifically including the steps: preparing an environment-friendly and high-performance red mud-based civil functional material by using slag obtained after sewage treatment with red mud and other solid wastes in physical and chemical activation and high-temperature calcination methods. The compressive strength of a solid waste-based cementitious material prepared by using the method can reach 29 MPa, the leaching quantity (lower than 3.0 ppm) of toxic elements such as heavy metals is far lower than the national standard requirement, and a solid waste-based cementitious material with great performance can be prepared.",en,{'value': 'SHANDONG UNIVERSITY'},en
044-228-004-413-521,KR,2019-09-06,KR_102018847_B1_20190906,GRANTED_PATENT,KR,B1,2019-09-06,KR,A,2019-01-25,2019-01-25,CONSTRUCTING METHOD FOR BLOCK CONTAINING WASTE-FIBER AND BLOCK THEREOF,1,2,3.0,,KR,"The present invention relates to a method for manufacturing a concrete block containing waste fibers, capable of manufacturing a concrete block satisfying regulations of a concrete block while containing waste fibers. According to an embodiment of the present invention, the method for manufacturing a concrete block containing waste fibers comprises the following steps of: preparing cement, sand, stone powder, and waste fibers; pulverizing the waste fibers; mixing the cement, sand, stone powder, and waste fibers; filling a block frame with the mixed cement, sand, stone powder, and waste fibers; and curing a concrete block in an environment under a predetermined condition. In the step of mixing the cement, sand, stone powder, and waste fibers, the cement, sand, stone powder, and waste fibers can be mixed in such a method that the volume of the sand and stone powder is subtracted by the volume of waste fibers contained based on a set mixing ratio of cement : sand : stone powder.",en,,en
044-266-571-979-780,CN,2023-02-24,CN_115231888_B_20230224,GRANTED_PATENT,CN,B,2023-02-24,CN,A,2022-08-25,2022-08-25,一种有机-无机复合材料及其制备方法和应用,1,5,,,CN,本发明提供了一种有机‑无机复合材料及其制备方法和应用，属于建筑材料技术领域。本发明通过对固废复合粉、热塑性塑料和水的用量的控制及活性组分的限定，使得粉煤灰中部分的活性二氧化硅和三氧化二铝，在电石渣提供的碱性条件以及在脱硫石膏中的SO42‑的激发下，与水反应生成了水化硅铝酸盐。生成的水化硅铝酸盐在热压过程中部分结晶水变为水蒸气释放，在复合材料中形成大量的孔洞，使得复合材料具有了轻质的特点。并且剩余结晶水会在高温干燥条件下释放出来，进而赋予有机‑无机复合材料缓解环境热效应的功能；在低温潮湿状态下，粉煤灰中未反应的活性二氧化硅和三氧化二铝发生水化反应，释放出热量，从而实现调节环境温度的目的。,zh-cn,,zh-cn
044-379-945-560-417,CN,2015-04-15,CN_104520408_A_20150415,PATENT_APPLICATION,CN,A,2015-04-15,CN,A,2013-08-05,2012-08-08,Construction filler,1,2,5.0,,JP,Theconstruction filler contains: a solidification material; a fine powder as an admixed material; and sludge water obtained by separating sand and gravel from the cleaning drainage water of a facility handling concrete.,en,,fr
044-469-383-275-751,BR,2022-06-28,BR_112017002666_B1_20220628,GRANTED_PATENT,BR,B1,2022-06-28,BR,A,2015-05-23,2014-08-13,MÉTODO PARA PROCESSAR CONCRETO NÃO ENDURECIDO E SISTEMA PARA PROCESSAR CONCRETO NÃO ENDURECIDO,1,1,,,US,"MÉTODO PARA PROCESSAR CONCRETO NÃO ENDURECIDO, SISTEMA PARA PROCESSAR CONCRETO NÃO ENDURECIDO, E, MATERIAL DE CONCRETO SOLTO EM FORMA DE PARTÍCULAS OU DE AGREGADO FABRICADO POR MEIO DO MÉTODO. A presente invenção se refere a métodos e a um sistema associado para processar concreto não endurecido. De acordo com pelo menos uma forma de realização, o método inclui adicionar um grande volume de espuma ao concreto não endurecido devolvido e subsequentemente misturar a espuma com o concreto devolvido no caminhão de concreto de mistura pronta ou em outros dispositivos de mistura de concreto. Ao misturar a espuma com o concreto devolvido, o cimento hidratado e as partículas de agregado são separados por grandes volumes de vazios de ar, o que diminui drasticamente a resistência do concreto de alta porosidade resultante. O concreto tratado é descarregado e deixado a solidificar neste estado enfraquecido, depois do que é facilmente quebrado em material solto em forma de partículas, que pode ser vendido ou voltar a ser usado.",pt,,pt
044-805-657-826-064,KR,2022-04-21,KR_20220049079_A_20220421,PATENT_APPLICATION,KR,A,2022-04-21,KR,A,2020-10-13,2020-10-13,Exothermic asphalt mixture with mixed waste anode materials and construction method of pavement structure,2,1,4.0,1.0,KR,"The present invention relates to an exothermic asphalt mixture mixed with a waste negative electrode material, wherein the mixture includes an asphalt binder, a waste negative electrode material, and aggregate. According to the present invention, the mixture has excellent environmentally friendly properties and improved exothermic efficiency.",en,,en
044-810-055-946-102,AU,2021-06-24,AU_2019379427_A1_20210624,PATENT_APPLICATION,AU,A1,2021-06-24,AU,A,2019-11-15,2018-11-16,Geopolymers produced from mineral processing by-products,1,1,,,AU,A geopolymer composition comprising the reaction product of red mud; a source of calcium; water; and an alkali activator.,en,,en
045-612-506-322-788,EP,2020-07-29,EP_3307693_B1_20200729,GRANTED_PATENT,EP,B1,2020-07-29,EP,A,2016-03-18,2015-06-11,METHOD FOR PRODUCING SUPPLEMENTARY CEMENTITIOUS MATERIALS COMPRISING DREDGED SEDIMENTS,1,7,,,EP,,unknown,,de
045-798-759-280-270,WO,2018-08-16,WO_2018147628_A1_20180816,PATENT_APPLICATION,WO,A1,2018-08-16,KR,W,2018-02-07,2017-02-07,METHOD FOR DISPOSING OF CONTAMINATED DEPOSIT SOIL AND RECYCLED RECLAMATION SOIL USING SAME,3,2,5.0,,KR,"The present invention relates to a method for disposing of contaminated deposit soil and recycled reclamation soil using the same and, more specifically, to a method for disposing of contaminated dredged soil, the method comprising the steps of: seeding a mixed strain NIX51 (KACC81038BP) in the contaminated dredged soil to primarily dispose of contaminated materials in a bioreactor; and washing the degraded soil, which has been primarily disposed of, with a washing solution containing at least one selected from the group consisting of citric acid, oxalate, carbonic acid (H2CO3), and nitric acid, to secondarily dispose of heavy metals.",en,,de
045-937-493-815-238,CN,2021-07-30,CN_113185200_A_20210730,PATENT_APPLICATION,CN,A,2021-07-30,CN,A,2021-05-19,2021-05-19,Method for preparing geopolymer composite concrete pavement brick by using waste FCC catalyst,1,5,5.0,1.0,CN,"The invention belongs to the field of preparation of environment-friendly building materials, and particularly relates to a method for preparing a geopolymer composite concrete pavement brick by using a waste FCC (fluid catalytic cracking) catalyst. The method comprises the following steps: (1) mixing and stirring the waste FCC catalyst, an alkali activator and F-grade low-calcium fly ash to form slurry, sequentially adding cement, sand, mineral powder and pebbles, and uniformly stirring to form semi-dry concrete; and (2) feeding the product obtained in the step (1) into a main machine hopper, carrying out material distribution in a main machine mold, carrying out vibration pressure forming and demolding, and then feeding the product into a curing kiln to carry out steam curing and curing agent curing so as to obtain a target product. The treatment cost of the hazardous wastes can be reduced. The production process route of the concrete pavement brick is simple, the preparation cost is low, the operation is easy to control, the production efficiency is relatively high, three wastes are not generated in the whole process, the waste catalyst treated by the geopolymer curing technology reaches the national standard, the popularization and application are easy, and the environmental protection is facilitated.",en,,en
046-316-529-519-903,CN,2018-10-26,CN_108706922_A_20181026,PATENT_APPLICATION,CN,A,2018-10-26,CN,A,2018-06-08,2018-06-08,Non-toxic high-water packing material utilizing red mud soup and preparation method,1,6,4.0,,CN,"The invention discloses a non-toxic high-water packing material utilizing red mud soup and a preparation method. A raw material is prepared from a component A and a component B, wherein the componentA is prepared from the following ingredients in parts by mass: 40 to 60 parts of the red mud soup, 30 to 50 parts of unclassified tailing, 200 to 400 parts of water and 3 to 10 parts of curing agent;the component B is prepared from the following ingredients in parts by mass: 45 to 60 parts of passivating agent and 40 to 60 parts of aluminum powder; the red mud soup is flow-state waste containingred mud generated after aluminum oxide refining, the water content of the red mud soup is 55 to 65 percent (by mass), and the unclassified tailing is unclassified whole-size fraction tailing. The non-toxic high-water packing material provided by the invention is high in early strength, good in liquidity and good in expansibility, is non-shrinking, is capable of realizing complete roof-contacted filling and has no toxicity.",en,,en
047-957-236-972-743,CN,2020-11-03,CN_111875300_A_20201103,PATENT_APPLICATION,CN,A,2020-11-03,CN,A,2020-07-14,2020-07-14,Novel fine-grained concrete based on green geopolymer and dredged sand and preparation method of novel fine-grained concrete,1,19,5.0,,CN,"The invention discloses novel fine-grained concrete based on a green geopolymer and dredged sand. The novel fine-grained concrete is prepared from the following main raw materials: fly ash, metakaolin, water glass, sodium hydroxide, dredged sand, waste ceramic powder, polypropylene fibers, a superplasticizer and water. The invention further discloses a preparation method of the fine-grained concrete, which comprises the following steps: S01, adding metakaolin and fly ash into a stirrer, stirring the raw materials for 1 minute and adding an alkali activator solution; S02, adding dredged sand, waste ceramic powder and polypropylene fibers, then adding a polycarboxylate superplasticizer and water; S03, adding the uniformly mixed materials into a test mold layer by layer and step by step; andS04, covering the surface of the test mold with a film after molding, and maintaining the test piece to a specified age under standard conditions after demolding. According to the novel fine-grained concrete based on the green geopolymer and the dredged sand and the preparation method of the novel fine-grained concrete, industrial waste residues such as waste dredged sand and fly ash can be utilized, and the novel fine-grained concrete with excellent performance is prepared.",en,,en
048-097-778-052-086,KR,2022-08-09,KR_20220111502_A_20220809,PATENT_APPLICATION,KR,A,2022-08-09,KR,A,2021-02-02,2021-02-02,mortar composition using granite sludge,1,1,7.0,,KR,"본 발명은 하수슬러지 중의 유기물 함유 파우더을 이용한 모르타르용 조성물에 관한 것이다. 본 발명의 하수슬러지 중의 유기물 함유 파우더을 이용한 모르타르용 조성물은, 모르타르용 조성물에 있어서, 하수슬러지를 탈수 처리하여 수득한 유기물이 함유된 파우더와; 시멘트와; 황산염 5 ~ 10 중량%, 아황산염 3 ~ 5 중량%, 탄산염 5 ~ 10 중량%, 인산염 5 ~ 10 중량%, 피로인산염 3 ~ 5 중량%, 알루민산염 3 ~ 5 중량%, 유기산 1 ~ 3 중량% 및 잔량의 염화물로 구성되어 있는 첨가제;를 포함하여 구성된다. 본 발명에 의해, 하수슬러지 중의 유기물 함유 파우더을 이용한 모르타르용 조성물은 상기와 같은 종래 기술에서 발생하는 문제점을 해소하기 위한 것으로, 하수슬러지 중의 유기물이 함유된 파우더를 원료로 하여 다양한 도로 의 기저층 시공에 사용되는 모르타르용 조성물을 제조할 수 있게 된다. 보다 구체적으로, 하수슬러지 중의 유기물 함유 파우더에 별도의 열과 압력을 가하지 않은 채, 특정 성분의 첨가제를 더 첨가함으로써 상온에서의 성형이 용이하고, 보다 강도가 높은 제품을 제조할 수 있는 모르타르용 조성물이 제공된다. 더불어, 하수슬러지 중의 유기물 함유 파우더와, 특정 성분의 첨가제를 적정 배합함으로써 시멘트와 같은 결합재의 사용량을 최소화할 수 있게 된다.",ko,,en
048-520-607-910-598,JP,2020-04-16,JP_2020511584_A_20200416,PATENT_APPLICATION,JP,A,2020-04-16,JP,A,2018-01-24,2017-01-27,汚泥や水を含む土壌の調整のため、及び酸の中和のためのバインダーの生産方法,1,1,,,DE,本発明は、汚泥／浚渫土及び水を含む土壌を調整するため、及び、酸の中和のために、スラグからバインダーを生産する方法に関する。本発明によれば、廃棄物焼却炉からのスラグは粉砕され、その後、金属が除去され、粉砕された前記スラグは、２．０−３．０ｍｍ以上の部分、及び、２．０−３．０ｍｍ未満の部分に分粒される。前記０／２０−０／３．０ｍｍの部分は、乾燥機の中で、最終含水率が１．５重量％−２．５重量％未満になるように乾燥され、その結果、前記スラグのポゾラン特性が復活する。前記乾燥機からの産出物は、さらに高速衝撃式ミルで粉砕され、安定した立方体の粒状組織となり、また、このプロセスで解放された金属が除去され、前記バインダーを形成する０／５００−０／７５０μｍの部分が、前記粉砕されたスラグから分離される。【選択図】図１,ja,,ja
048-979-460-218-765,CN,2017-05-24,CN_106699079_A_20170524,PATENT_APPLICATION,CN,A,2017-05-24,CN,A,2016-12-26,2016-12-26,Steel slag and recycled aggregate cooperated permeable concrete,2,5,5.0,,CN,"The invention relates to the field of concrete, in particular to permeable concrete taking steel slag and recycled aggregates as main raw materials and a preparation method of the permeable concrete. The permeable concrete comprises base-layer concrete and surface-layer concrete, wherein each cubic meter of the base-layer concrete comprises the preparation raw materials as follows: 360kg of cement, 850 to 1300kg of recycled coarse aggregates, 205 to 820kg of steel slag and 138 to 152kg of water; each cubic meter of the surface-layer concrete comprises the preparation raw materials as follows: 400kg of cement, 144 to 716kg of recycled coarse aggregates, 1025 to 1845kg of steel slag and 143 to 157kg of cement. A double-layer structured permeable pavement paved by the permeable concrete has suitable strength, and the double-layer structured permeable pavement still has the permeable rate of 100% after being used for 7 months.",en,,en
048-980-738-430-92X,KR,2016-08-31,KR_101653044_B1_20160831,GRANTED_PATENT,KR,B1,2016-08-31,KR,A,2014-06-20,2014-06-20,Block for protecting riverbed ecosystem,1,1,,,KR,"본 발명은 생태 보호용 하상블럭에 관한 것이다. 본 발명은 아연강, 또는 스테인레스 재질로 이루어지고, 내부에 자연석이 내장되는 수용홈과, 각종 미생물 및 물고기가 유입되는 유입홀과, 하천수가 배수되는 배수홀 및 유입된 하천수가 통과하는 연통홀로 구성된 복수의 본체부; 상기 연통홀에 분리 가능하게 설치되며, 이물질들이 상기 수용홈으로 유입되는 것을 방지하는 망 부재; 상기 본체부의 하부 각 모서리부에 구성되어 하상블럭을 하천의 바닥면에 고정시키는 고정부재; 및 상기 복수의 본체부들을 연결하고, 이 본체부들을 하천의 바닥면에 고정시키는 연결 브라켓;을 포함하는 것을 특징으로 하는 생태 보호용 하상블럭을 제공한다. 이와 같은 본 발명에 따르면, 아연강 구조물로 이루어진 하상블럭을 제공하여 폐기물의 발생을 최소화할 수 있어 하천의 환경 및 생태계를 보호할 수 있는 효과가 있다.",ko,,en
049-052-440-315-229,GB,2018-07-11,GB_201808716_D0_20180711,PATENT_APPLICATION,GB,D0,2018-07-11,GB,A,2018-05-29,2018-05-29,Briquettes,1,0,,,GB,,unknown,{'value': 'KNAUF INSULATION SPRL'},fr
049-125-719-738-418,KR,2014-10-02,KR_20140116356_A_20141002,PATENT_APPLICATION,KR,A,2014-10-02,KR,A,2014-03-14,2013-03-22,STRUCTURAL MATERIAL MANUFACTURING METHOD USING STONE POWDER AND BLAST FURNACE SLAG,1,2,,,KR,"The purpose of the present invention is to provide a method for producing a hardening body which can be applied to civil construction by having rapid hardening time and appropriate strength using stone powder sludge and blast furnace slag. To achieve such purposes, the method of the present invention comprises: a preparing step of preparing blast furnace slag, stone powder sludge, quicklime, and water; a paste producing step of producing paste by mixing 40 to 60 parts by weight of water with 100 parts by weight of powder mixed with 2 to 45 parts by weight of quicklime and 40 to 230 parts by weight of stone powder sludge based on 100 parts by weight of blast furnace slag; and a molding step of producing a final product by dipping the paste in a mold in order to be hardened in an environment with a temperature of 23°C or less and a relative humidity of 60 to 100%.",en,,de
049-438-563-548-227,CN,2016-03-30,CN_105439504_A_20160330,PATENT_APPLICATION,CN,A,2016-03-30,CN,A,2015-11-16,2015-11-16,Method for recycling organic silicon slurry,1,1,7.0,1.0,CN,"The invention discloses a method for recycling organic silicon slurry, and belongs to the technical field of environment protection. The method comprises the following steps: (1) adding a low-boiling-point substance in organic silicon residue slurry for hydrating, and then carrying out solid-liquid separation to obtain supernate and precipitate; (2) performing alcoholysis on the supernate with ethanol, and performing alkaline hydrolysis on the precipitate with an alkaline liquor; (3) completely introducing final products obtained in alcoholysis and alkaline hydrolysis, washing with a potassium chloride solution to obtain diluent and dried residues; (4) mixing the dried residues and cement with sands, mixing with the diluent, and adding water to prepare cement mortar for construction; and (5) mixing the diluent with an organic solvent, adding fatty acid to react, adding water into the reacting product to prepare a construction material water-proofing agent. The method for recycling organic silicon slurry is simple and feasible, the hydrolyzed and dried residues are used for preparing cement mortar, and the diluent can be used for preparing the construction material water-proofing agent, so that waste recycling can be realized, environmental pollution can be reduced, and the requirement for sustained development strategy can be met.",en,,en
