lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
191-535-522-963-128,KR_101726132_B1_20170412,KR,YOON HWAN SEOK,,YOON HWAN SEOK,
191-535-522-963-128,KR_101726132_B1_20170412,KR,LEE JUNG YUL,,LEE JUNG YUL,
192-527-603-072-008,CN_115432981_A_20221206,,HUAIYIN INST TECHNOLOGY,,HUAIYIN INST TECHNOLOGY,
192-696-571-380-256,KR_101300867_B1_20130827,KR,LEE SEON JOONG,,LEE SEON JOONG,
192-696-571-380-256,KR_101300867_B1_20130827,KR,KOREA WATER RESOURCES CORP,,KOREA WATER RESOURCES CORP,
193-206-666-992-425,CN_110723935_A_20200124,,HUNAN ANFU ENVIRONMENTAL PROTECTION TECH CO LTD,,HUNAN ANFU ENVIRONMENTAL PROTECTION TECH CO LTD,
193-411-484-526-194,KR_101441784_B1_20141103,,,,,
193-507-339-076-920,EP_3511672_A1_20190717,JP,NEJILAW INC,,NEJILAW INC,
193-613-342-441-115,GB_201608268_D0_20160622,,CARBON8 SYSTEMS LTD,,CARBON8 SYSTEMS LTD,
194-487-076-730-329,EP_2412688_B1_20160511,IT,ZETADI S R L,,ZETADI S R L,
194-487-076-730-329,EP_2412688_B1_20160511,IT,ERRE GROUP S R L SOCIO UNICO,,ERRE GROUP S R L SOCIO UNICO,
194-952-362-233-471,BR_102020011235_A2_20201208,BR,UNIV FEDERAL DE OURO PRETO UFOP,,UNIV FEDERAL DE OURO PRETO UFOP,
195-700-692-676-166,KR_102172498_B1_20201030,KR,SOILTECH CO LTD,,SOILTECH CO LTD,
196-002-534-887-660,MX_2021003423_A_20210615,CH,TERION AG,,TERION AG,
196-022-111-890-516,US_9732000_B2_20170815,US,L M SCOFIELD COMPANY,,L M SCOFIELD COMPANY,
196-103-705-574-873,CN_113735522_A_20211203,,CHINA OILFIELD SERVICES LTD,,CHINA OILFIELD SERVICES LTD,
196-561-088-056-285,BR_PI0920563_A2_20170815,US,GRANCRETE INC,,GRANCRETE INC,
196-741-833-533-757,US_8632631_B2_20140121,US,STRATTON STANLEY G,,STRATTON STANLEY G,
196-741-833-533-757,US_8632631_B2_20140121,US,ARNOLD PHILLIP J,,ARNOLD PHILLIP J,
196-741-833-533-757,US_8632631_B2_20140121,US,CRAWFORD JAMES K,,CRAWFORD JAMES K,
196-741-833-533-757,US_8632631_B2_20140121,US,DHALIWAL PRITAM S,,DHALIWAL PRITAM S,
196-741-833-533-757,US_8632631_B2_20140121,US,WILD MARTIN ELLIS,,WILD MARTIN ELLIS,
196-741-833-533-757,US_8632631_B2_20140121,US,L M SCOFIELD COMPANY,,L M SCOFIELD COMPANY,
197-901-913-786-937,CN_107522458_A_20171229,,ANHUI MEIZIRAN ENVIRONMENTAL PROTECTION TECH CO LTD,,ANHUI MEIZIRAN ENVIRONMENTAL PROTECTION TECH CO LTD,
199-261-504-464-507,CA_3038741_A1_20180412,CH,HOLCIM TECHNOLOGY LTD,,HOLCIM TECHNOLOGY LTD,
199-589-343-489-488,US_20190119941_A1_20190425,US,KNUDSEN N ERIC,,KNUDSEN N ERIC,
001-798-722-369-777,CN_115286340_B_20230502,,北京安科兴业科技股份有限公司,,北京安科兴业科技股份有限公司,
002-322-124-248-521,KR_101479147_B1_20150106,KR,JUNGANG J S K CONSTRUCTION,,JUNGANG J S K CONSTRUCTION,
002-774-402-425-274,AU_2015302314_B2_20200702,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
003-948-501-296-926,CN_115504695_A_20221223,,YICHANG BRUNP RECYCLING TECH CO LTD,,YICHANG BRUNP RECYCLING TECH CO LTD,
003-948-501-296-926,CN_115504695_A_20221223,,GUANGDONG BRUNP RECYCLING TECHNOLOGY CO LTD,,GUANGDONG BRUNP RECYCLING TECHNOLOGY CO LTD,
003-948-501-296-926,CN_115504695_A_20221223,,HUNAN BRUNP RECYCLING TECH CO LTD,,HUNAN BRUNP RECYCLING TECH CO LTD,
004-933-215-026-313,CN_111423159_A_20200717,,UNIV HOHAI,,UNIV HOHAI,
004-943-832-529-45X,CA_3079251_A1_20190425,US,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,
005-141-229-593-539,KR_20130126079_A_20131120,KR,PARK JUN HO,,PARK JUN HO,
005-290-004-711-185,WO_2017157664_A1_20170921,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
006-270-743-081-832,CN_110963751_A_20200407,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
008-131-592-035-38X,KR_101317145_B1_20131010,,,,,
008-566-662-329-31X,EP_3845351_A1_20210707,CZ,SMART TECHNIK A S,,SMART TECHNIK A S,
009-354-556-510-475,CN_106007526_A_20161012,,QINGSHEN XINTONGLING BUILDING MAT CO LTD,,QINGSHEN XINTONGLING BUILDING MAT CO LTD,
009-819-409-865-96X,CN_112062532_B_20220325,,广东同创科鑫环保有限公司,,广东同创科鑫环保有限公司,
010-159-387-079-961,CN_108751641_A_20181106,,HENAN BUILDING MATERIAL RES AND DESIGN INSTITUTE CO LTD,,HENAN BUILDING MATERIAL RES AND DESIGN INSTITUTE CO LTD,
011-489-206-209-420,US_20140130715_A1_20140515,US,UTTER TECHNOLOGY LLC,,UTTER TECHNOLOGY LLC,
011-651-802-996-304,US_11534644_B2_20221227,CH,POGGI PAUL,,POGGI PAUL,
011-822-612-704-407,CN_114956616_A_20220830,,SOUTH CHINA INST OF ENVIRONMENTAL SCIENCES MEE ECOLOGY AND ENVIRONMENT EMERGENCY INST OF ECOLOGY AND,,SOUTH CHINA INST OF ENVIRONMENTAL SCIENCES MEE ECOLOGY AND ENVIRONMENT EMERGENCY INST OF ECOLOGY AND,
011-822-612-704-407,CN_114956616_A_20220830,,QINGYUAN WEIYUAN ENVIRONMENTAL PROTECTION TECH CO LTD,,QINGYUAN WEIYUAN ENVIRONMENTAL PROTECTION TECH CO LTD,
011-822-612-704-407,CN_114956616_A_20220830,,SENTE SOIL RESTORATION RES INSTITUTE SHENZHEN CO LTD,,SENTE SOIL RESTORATION RES INSTITUTE SHENZHEN CO LTD,
012-168-204-902-634,DE_102013001520_B4_20151112,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
012-180-340-724-360,KR_102199802_B1_20210107,KR,KIM YONG GYU,,KIM YONG GYU,
012-304-289-393-931,EP_3917896_A4_20221012,IL,ARIEL SCIENT INNOVATIONS LTD,,ARIEL SCIENT INNOVATIONS LTD,
012-470-762-054-542,KR_102073301_B1_20200205,KR,TERRA TECH CO LTD,,TERRA TECH CO LTD,
012-966-163-145-927,CN_106186893_A_20161207,,GUANGXI YUNJI ENV PROT TECH CO LTD,,GUANGXI YUNJI ENV PROT TECH CO LTD,
013-168-041-626-167,KR_102493676_B1_20230207,,주식회사 남평산업,,주식회사 남평산업,
013-168-041-626-167,KR_102493676_B1_20230207,,구현철,,구현철,
013-366-782-044-663,EP_2016025_B8_20141008,DE,KRSYS GMBH,,KRSYS GMBH,
013-372-048-722-117,CN_113800876_A_20211217,,BEIKE YUNHONG ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,,BEIKE YUNHONG ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,
013-801-973-846-38X,KR_101380856_B1_20140404,,,,,
014-514-959-444-856,ES_2517517_T3_20141103,DE,KRSYS GMBH,,KRSYS GMBH,
015-074-735-453-366,KR_102500105_B1_20230215,,쇼크 게엠베하,,쇼크 게엠베하,
015-259-440-397-433,US_20160297715_A1_20161013,US,BELL JR CHARLES H,,BELL JR CHARLES H,
015-259-440-397-433,US_20160297715_A1_20161013,US,CRISPY CRETE LLC,,CRISPY CRETE LLC,
016-115-473-764-280,CA_3078925_A1_20190418,BE,UNIV LEUVEN KATH,,UNIV LEUVEN KATH,
017-334-061-894-317,US_20140208984_A1_20140731,CA,DAY & CAMPBELL LTD,,DAY & CAMPBELL LTD,
017-393-647-445-420,CN_115087707_A_20220920,,UNIV DEZHOU,,UNIV DEZHOU,
017-578-528-813-535,WO_2019079333_A1_20190425,US,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,,GLASS PROC SOLUTIONS LLC D/B/A SIONEER,
017-827-919-106-023,CN_108558337_B_20201229,,绥中大地丰源建材有限公司,,绥中大地丰源建材有限公司,
018-310-757-007-085,KR_101479799_B1_20150106,,,,,
018-652-215-703-158,CN_110577398_A_20191217,,XINJIANG GCL NEW ENERGY MATERIALS TECH CO LTD,,XINJIANG GCL NEW ENERGY MATERIALS TECH CO LTD,
019-017-048-836-538,KR_101705301_B1_20170209,,김송은,,김송은,
019-202-606-816-422,CA_2798730_C_20160126,JP,NICHIHA KK,,NICHIHA KK,
019-920-104-645-877,CN_108484081_A_20180904,,NINGBO HENG TECH CO LTD PURE SOLID WASTE,,NINGBO HENG TECH CO LTD PURE SOLID WASTE,
020-126-357-611-146,RU_2704085_C1_20191023,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA YUZHNO ROSS,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA YUZHNO ROSS,
020-174-125-255-716,CN_113860783_A_20211231,,UNIV JINAN,,UNIV JINAN,
020-238-448-191-200,WO_2014044879_A1_20140327,ES,CAMACHO RECYCLING S L U,,CAMACHO RECYCLING S L U,
020-430-258-886-538,KR_20140002468_A_20140108,JP,NICHIHA KK,,NICHIHA KK,
021-218-106-559-544,FR_2955320_B1_20160226,FR,COMMISSARIAT ENERGIE ATOMIQUE,,COMMISSARIAT ENERGIE ATOMIQUE,
021-469-197-066-628,US_10882785_B1_20210105,TW,LEE MAW TIEN,,LEE MAW TIEN,
021-469-197-066-628,US_10882785_B1_20210105,TW,SHEN ZIH YAO,,SHEN ZIH YAO,
021-469-197-066-628,US_10882785_B1_20210105,TW,CHEN CHI YAO,,CHEN CHI YAO,
021-469-197-066-628,US_10882785_B1_20210105,US,LEE FU MING,,LEE FU MING,
021-469-197-066-628,US_10882785_B1_20210105,TW,LEE JOHN,,LEE JOHN,
021-469-197-066-628,US_10882785_B1_20210105,TW,ALLNEW CHEMICAL TECH COMPANY,,ALLNEW CHEMICAL TECH COMPANY,
022-299-247-236-531,TR_201808882_T4_20180723,DE,FLUORCHEMIE FRANKFURT GMBH,,FLUORCHEMIE FRANKFURT GMBH,
022-548-345-886-268,WO_2018029087_A1_20180215,CH,GLOBAL TELE MARKETING GTM SA,,GLOBAL TELE MARKETING GTM SA,
023-034-241-895-416,CN_104937016_A_20150923,,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
024-520-560-154-324,CN_105948580_B_20180608,,苏州望意阳环保科技有限公司,,苏州望意阳环保科技有限公司,
024-520-560-154-324,CN_105948580_B_20180608,,赵俊,,赵俊,
025-362-902-161-010,AU_2020288366_A1_20220203,FI,BETOLAR OY,,BETOLAR OY,
025-560-739-937-76X,US_20230159390_A1_20230525,US,FINI ELHAM,,FINI ELHAM,
025-560-739-937-76X,US_20230159390_A1_20230525,US,RAJIB AMIRUL ISLAM,,RAJIB AMIRUL ISLAM,
025-560-739-937-76X,US_20230159390_A1_20230525,US,DENG SHUGUANG,,DENG SHUGUANG,
025-771-723-210-136,CN_113060973_A_20210702,,UNIV QUANZHOU NORMAL,,UNIV QUANZHOU NORMAL,
025-771-723-210-136,CN_113060973_A_20210702,,QUANZHOU XUFENG MICRO POWDER MAT CO LTD,,QUANZHOU XUFENG MICRO POWDER MAT CO LTD,
026-162-384-431-649,RU_2018127731_A_20200130,,ФЛУОРХЕМИ ГмбХ ФРАНКФУРТ,,ФЛУОРХЕМИ ГмбХ ФРАНКФУРТ,
026-459-121-237-016,PT_3043874_T_20220602,FI,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
026-805-364-408-077,CA_2751590_C_20160405,US,BROOKHAVEN SCIENCE ASS LLC,,BROOKHAVEN SCIENCE ASS LLC,
026-805-364-408-077,CA_2751590_C_20160405,RU,VAGIN VYACHESLAV PETROVICH,,VAGIN VYACHESLAV PETROVICH,
026-805-364-408-077,CA_2751590_C_20160405,KZ,VAGINA LYUDMILA,,VAGINA LYUDMILA,
027-197-508-274-603,WO_2016025052_A1_20160218,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
027-446-821-362-102,CN_106082926_B_20180525,,河海大学,,河海大学,
028-160-264-605-943,CN_113582644_A_20211102,,WANG JINGJING,,WANG JINGJING,
028-185-049-734-583,TW_I620730_B_20180411,TW,HUANG GUO CHENG,,HUANG GUO CHENG,
028-700-758-381-657,KR_101816679_B1_20180112,,한국지질자원연구원,,한국지질자원연구원,
028-758-127-440-480,KR_20170114000_A_20171013,KR,KOREA INST OF GEOSCIENCE AND MINERAL RESOURCES(KIGAM),,KOREA INST OF GEOSCIENCE AND MINERAL RESOURCES(KIGAM),
028-885-533-350-124,KR_102531939_B1_20230512,,원광대학교산학협력단,,원광대학교산학협력단,
029-324-111-889-476,EA_201690575_A1_20160729,,ГЛОБАЛ ЭКОПРОУСЕСС СЁРВИСЕЗ ОЙ,,ГЛОБАЛ ЭКОПРОУСЕСС СЁРВИСЕЗ ОЙ,
029-374-650-286-039,CN_106830860_B_20181123,,邵阳市仲鹏实业有限公司,,邵阳市仲鹏实业有限公司,
030-638-909-630-671,ES_2933873_A1_20230214,ES,UNIV MADRID POLITECNICA,,UNIV MADRID POLITECNICA,
031-143-797-417-471,CN_115159938_A_20221011,,UNIV GUANGXI,,UNIV GUANGXI,
031-395-235-467-777,EA_018262_B1_20130628,CN,LIAN QIHUI,,LIAN QIHUI,
031-802-910-543-098,KR_20140065511_A_20140530,KR,SK INNOVATION CO LTD,,SK INNOVATION CO LTD,
031-802-910-543-098,KR_20140065511_A_20140530,KR,UNIV ULSAN FOUND FOR IND COOP,,UNIV ULSAN FOUND FOR IND COOP,
032-225-771-453-787,KR_102307197_B1_20210930,,우석대학교 산학협력단,,우석대학교 산학협력단,
032-492-443-790-465,CN_114835436_A_20220802,,ANHUI FEIYING AUTO PARTS CO LTD,,ANHUI FEIYING AUTO PARTS CO LTD,
032-554-407-915-938,ES_2915685_T3_20220624,,GLOBAL ECOPROCESS SERVICES OY,,GLOBAL ECOPROCESS SERVICES OY,
033-256-480-429-662,CN_114956761_B_20230516,,中建三局集团有限公司,,中建三局集团有限公司,
033-256-480-429-662,CN_114956761_B_20230516,,中国地质大学（武汉）,,中国地质大学（武汉）,
034-208-203-835-072,CN_113800855_B_20230110,,北京城市排水集团有限责任公司,,北京城市排水集团有限责任公司,
034-402-979-525-716,KR_20130134415_A_20131210,KR,CMD GROUP CO LTD,,CMD GROUP CO LTD,
034-402-979-525-716,KR_20130134415_A_20131210,KR,WHEELTOP CO LTD,,WHEELTOP CO LTD,
034-498-414-544-214,KR_102187876_B1_20201207,KR,SUNGONG CO LTD,,SUNGONG CO LTD,
034-714-657-033-156,WO_2020245505_A3_20210121,FI,BETOLAR OY,,BETOLAR OY,
034-891-639-506-017,CN_110845208_A_20200228,,HUNAN PROVINCE LOYAL CASTING CO LTD,,HUNAN PROVINCE LOYAL CASTING CO LTD,
034-965-265-499-754,CN_113135727_B_20221025,,山东高速集团有限公司,,山东高速集团有限公司,
034-965-265-499-754,CN_113135727_B_20221025,,山东大学,,山东大学,
035-158-922-096-898,KR_101597441_B1_20160224,,현대제철 주식회사,,현대제철 주식회사,
035-321-081-903-604,US_20150165090_A1_20150618,KR,NAT UNIV CHUNGBUK IND ACAD,,NAT UNIV CHUNGBUK IND ACAD,
035-321-081-903-604,US_20150165090_A1_20150618,KR,KYUNGPOOK NAT UNIV IND ACAD,,KYUNGPOOK NAT UNIV IND ACAD,
035-321-081-903-604,US_20150165090_A1_20150618,KR,UNIV NAT CHONNAM IND FOUND,,UNIV NAT CHONNAM IND FOUND,
035-695-883-689-44X,JP_2016514077_A_20160519,,フルオシュミ ゲーエムベーハー フランクフルト,,フルオシュミ ゲーエムベーハー フランクフルト,
035-971-542-293-840,CN_113105165_A_20210713,,UNIV SHANXI AGRICULTURAL,,UNIV SHANXI AGRICULTURAL,
036-180-744-427-355,CN_107500618_A_20171222,,UNIV KUNMING SCIENCE & TECH,,UNIV KUNMING SCIENCE & TECH,
036-973-157-782-571,KR_20220101782_A_20220719,KR,NAT UNIV PUSAN IND UNIV COOP FOUND,,NAT UNIV PUSAN IND UNIV COOP FOUND,
037-442-215-742-046,CN_115231876_A_20221025,,UNIV XINXIANG,,UNIV XINXIANG,
037-442-215-742-046,CN_115231876_A_20221025,,HENAN BAITAI HIGHWAY ENG CO LTD,,HENAN BAITAI HIGHWAY ENG CO LTD,
037-696-471-194-19X,CN_110746172_A_20200204,,UNIV HENAN URBAN CONSTRUCTION,,UNIV HENAN URBAN CONSTRUCTION,
037-898-784-852-064,EP_2948503_B8_20211215,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
037-980-311-069-056,WO_2015060668_A1_20150430,KR,HURIS CO LTD,,HURIS CO LTD,
038-010-532-817-766,KR_101977585_B1_20190515,KR,GK TECH INSTITUTE CO LTD,,GK TECH INSTITUTE CO LTD,
038-260-184-581-09X,CN_110981401_B_20210907,,河北工程大学,,河北工程大学,
038-260-184-581-09X,CN_110981401_B_20210907,,天津舜能世嘉环保科技有限公司,,天津舜能世嘉环保科技有限公司,
038-689-430-142-853,KR_101525035_B1_20150609,KR,CMD GROUP CO LTD,,CMD GROUP CO LTD,
038-983-958-207-579,FI_20195369_A1_20201107,FI,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,,TEKNOLOGIAN TUTKIMUSKESKUS VTT OY,
040-073-241-447-62X,DE_102018124254_A1_20200402,CH,TERION AG,,TERION AG,
040-443-576-601-84X,CA_2829213_C_20190521,US,ALBEMARLE CORP,,ALBEMARLE CORP,
041-554-041-988-708,CN_115212851_A_20221021,,CCCC GUANGZHOU CONSTRUCTION CO LTD,,CCCC GUANGZHOU CONSTRUCTION CO LTD,
042-018-691-939-518,BR_102018007367_A2_20191029,BR,CLAUDIA TEREZINHA KNIESS,,CLAUDIA TEREZINHA KNIESS,
042-018-691-939-518,BR_102018007367_A2_20191029,BR,DELMAR HIRATA,,DELMAR HIRATA,
042-059-958-980-714,BR_112017014204_A2_20180306,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
042-656-213-417-877,CN_108516737_B_20190903,,山东大学,,山东大学,
043-173-493-877-471,US_10179736_B2_20190115,KR,KOREA INST SCI & TECH,,KOREA INST SCI & TECH,
043-338-770-388-805,KR_20210150821_A_20211213,KR,KIM HYEONG JUNG,,KIM HYEONG JUNG,
043-338-770-388-805,KR_20210150821_A_20211213,KR,LEE JAE HYUN,,LEE JAE HYUN,
043-981-301-062-100,CN_108298781_A_20180720,,MCC HUATIAN ENG & TECH CORP,,MCC HUATIAN ENG & TECH CORP,
043-981-301-062-100,CN_108298781_A_20180720,,HUATIAN NANJING ENGINEERING & TECHNOLOGY CORP MCC,,HUATIAN NANJING ENGINEERING & TECHNOLOGY CORP MCC,
043-981-301-062-100,CN_108298781_A_20180720,,MCC HUATIAN ANHUI ENERGY SAVING AND ENVIRONMENTAL PROTECTION RES INSTITUTE CO LTD,,MCC HUATIAN ANHUI ENERGY SAVING AND ENVIRONMENTAL PROTECTION RES INSTITUTE CO LTD,
044-335-357-605-960,WO_2014114283_A3_20141127,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
045-090-593-886-075,KR_20230014110_A_20230130,KR,SHIN KI HYUN,,SHIN KI HYUN,
046-478-438-470-835,CN_114105552_A_20220301,,MIDDLE TRAFFIC TUNNEL ENGINEERING BUREAU LTD COMPANY,,MIDDLE TRAFFIC TUNNEL ENGINEERING BUREAU LTD COMPANY,
046-478-438-470-835,CN_114105552_A_20220301,,MIDDLE DELIVERY PUBLIC BUREAU GROUP LTD COMPANY,,MIDDLE DELIVERY PUBLIC BUREAU GROUP LTD COMPANY,
046-478-438-470-835,CN_114105552_A_20220301,,SUJIAO FAMILY GROUP SHARE LTD COMPANY,,SUJIAO FAMILY GROUP SHARE LTD COMPANY,
046-478-438-470-835,CN_114105552_A_20220301,,RIVER AND SEA UNIV,,RIVER AND SEA UNIV,
046-563-192-855-300,WO_2019228918_A1_20191205,BE,KNAUF INSULATION SPRL,,KNAUF INSULATION SPRL,
047-454-278-481-024,CN_113185201_A_20210730,,UNIV LIAONING SHIHUA,,UNIV LIAONING SHIHUA,
048-990-931-477-593,PL_3487829_T3_20220131,PL,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,,SYNTHOS DWORY 7 SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA JAWNA,
050-387-925-717-218,CN_104308958_A_20150128,,GAOYAO SATIYA NEW BUILDING MATERIAL TECHNOLOGY CO LTD,,GAOYAO SATIYA NEW BUILDING MATERIAL TECHNOLOGY CO LTD,
051-862-715-071-216,KR_20130114309_A_20131018,KR,LG HAUSYS LTD,,LG HAUSYS LTD,
052-421-122-503-055,KR_101439502_B1_20140915,,,,,
052-499-321-152-569,ES_2392069_B1_20131106,ES,CONSEJO SUPERIOR INVESTIGACION,,CONSEJO SUPERIOR INVESTIGACION,
052-499-321-152-569,ES_2392069_B1_20131106,,FUNDACION TECNALIA RES & INNOVATION,,FUNDACION TECNALIA RES & INNOVATION,
052-499-321-152-569,ES_2392069_B1_20131106,,UNIV MADRID AUTONOMA,,UNIV MADRID AUTONOMA,
052-686-275-766-618,CN_114804810_B_20230228,,辽宁科大中驰镁建材科技有限公司,,辽宁科大中驰镁建材科技有限公司,
052-855-768-185-015,CN_113582580_A_20211102,,PANZHIHUA GANGCHENG GROUP PRINTING ADVERTISEMENT CO LTD,,PANZHIHUA GANGCHENG GROUP PRINTING ADVERTISEMENT CO LTD,
053-232-700-248-388,US_11111179_B2_20210907,BE,UNIV LEUVEN KATH,,UNIV LEUVEN KATH,
053-338-084-524-486,CN_115448689_A_20221209,,JIANGSU JICUI FUNCTIONAL MATERIALS RES INSTITUTE CO LTD,,JIANGSU JICUI FUNCTIONAL MATERIALS RES INSTITUTE CO LTD,
053-369-027-048-665,CN_108117330_A_20180605,,HEFEI HOUDE ENVIRONMENTAL PROTECTION MATERIAL TECH CO LTD,,HEFEI HOUDE ENVIRONMENTAL PROTECTION MATERIAL TECH CO LTD,
053-440-114-330-350,CN_112408828_A_20210226,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,,SHANDONG CHAMBROAD ENVIRONMENTAL PROT MATERIAL CO LTD,
053-845-668-605-489,BR_102020013964_A2_20220118,BR,FUNDACAO UNIV FEDERAL DE MATO GROSSO DO SUL,,FUNDACAO UNIV FEDERAL DE MATO GROSSO DO SUL,
053-845-668-605-489,BR_102020013964_A2_20220118,BR,MISSAO SALESIANA DE MATO GROSSO,,MISSAO SALESIANA DE MATO GROSSO,
053-984-589-223-319,CN_110256040_A_20190920,,BINHAI JINNI ENVIRONMENTAL PROTECTION TECH CO LTD,,BINHAI JINNI ENVIRONMENTAL PROTECTION TECH CO LTD,
053-984-589-223-319,CN_110256040_A_20190920,,TAN JILIN,,TAN JILIN,
053-990-139-697-534,KR_101801966_B1_20171228,,경상대학교산학협력단,,경상대학교산학협력단,
054-531-434-424-225,US_8968621_B2_20150303,DE,SPIKERMANN WINFRIED JOHANNES JOSEF,,SPIKERMANN WINFRIED JOHANNES JOSEF,
054-531-434-424-225,US_8968621_B2_20150303,GB,IRONSIDE KANE IAN,,IRONSIDE KANE IAN,
054-531-434-424-225,US_8968621_B2_20150303,GB,BPB LTD,,BPB LTD,
054-615-908-704-818,HU_230899_B1_20190128,HU,BUS KAROLY,,BUS KAROLY,
054-820-630-891-403,CN_105693127_B_20170627,,程钰,,程钰,
054-820-630-891-403,CN_105693127_B_20170627,,孙兆云,,孙兆云,
054-820-630-891-403,CN_105693127_B_20170627,,韦金城,,韦金城,
055-167-013-799-262,RU_2601700_C1_20161110,RU,FED GOSUDARSTVENNOE BJUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO PROFESSIONALNOGO OBRAZOVANIJA T,"170026, g. Tver, nab. A. Nikitina, 22, TvGTU, kab. 427, KHankevich E.I.",FED GOSUDARSTVENNOE BJUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO PROFESSIONALNOGO OBRAZOVANIJA T,
055-171-195-682-525,CN_112194414_B_20220422,,华南理工大学,,华南理工大学,
055-602-858-714-72X,MX_349820_B_20170815,MX,INSTITUTO NAC DE INVESTIGACIONES NUCLEARES,,INSTITUTO NAC DE INVESTIGACIONES NUCLEARES,
055-604-744-125-707,EP_3386933_A1_20181017,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
056-125-162-588-363,MX_2018011161_A_20190328,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
056-175-649-855-529,US_10179879_B2_20190115,US,CHEVRON USA INC,,CHEVRON USA INC,
056-286-509-239-419,CA_2988352_A1_20161215,BE,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,,FLEMISH GOVERNMENT DEPT OF PUBLIC WORKS MARITIME ACCESS,
056-436-080-732-761,KR_101382248_B1_20140417,,,,,
056-964-678-090-635,US_20170283293_A1_20171005,KR,KOREA INST OF GEOSCIENCE AND MINERAL RESOURCES (KIGAM),,KOREA INST OF GEOSCIENCE AND MINERAL RESOURCES (KIGAM),
057-131-532-643-479,CN_113860783_B_20220722,,济南大学,,济南大学,
058-074-076-269-652,CN_115477498_A_20221216,,UNIV TONGJI,,UNIV TONGJI,
058-931-862-230-775,RU_2721053_C2_20200515,US,CRISPYCRETE LLC,,CRISPYCRETE LLC,
059-051-121-900-314,KR_20200100236_A_20200826,KR,CATHOLIC KWANDONG UNIV IND FOUND,,CATHOLIC KWANDONG UNIV IND FOUND,
059-164-891-557-357,RU_2605569_C1_20161220,RU,SHCHEPOCHKINA JULIJA ALEKSEEVNA,,SHCHEPOCHKINA JULIJA ALEKSEEVNA,
060-138-213-694-308,WO_2022265583_A1_20221222,SI,ZAVOD ZA GRADBENISTVO SLOVENIJE,,ZAVOD ZA GRADBENISTVO SLOVENIJE,
061-070-424-172-807,US_20220119310_A1_20220421,IN,COUNCIL OF SCIENT AND INDUSTRIAL RESEARCH AN INDIAN REGISTERED BODY INCORPORATED,,COUNCIL OF SCIENT AND INDUSTRIAL RESEARCH AN INDIAN REGISTERED BODY INCORPORATED,
061-170-831-027-955,BR_102020011235_B1_20220816,BR,UNIV FEDERAL DE OURO PRETO UFOP,,UNIV FEDERAL DE OURO PRETO UFOP,
061-339-580-754-963,US_9896387_B2_20180220,US,UTTER TECH LLC,,UTTER TECH LLC,
062-425-904-157-602,CN_109455986_A_20190312,,HU PEIQIN,,HU PEIQIN,
062-492-876-926-880,KR_101339904_B1_20131210,,,,,
063-449-487-224-36X,EP_1652592_B1_20150812,DE,FEHRMANN ARNIM,,FEHRMANN ARNIM,
064-609-730-010-924,CN_110922202_B_20220603,,福建省明能新型建材有限公司,,福建省明能新型建材有限公司,
